ID,Year,Make,Model,Trim,Unique_ID,Horsepower,Torque,City MPG,Highway MPG,Driveline,Transmission,Hybrid,Fuel Type
CAR000746,2010,Chevrolet,Silverado,Sport,Chevrolet_Silverado_2010_Sport,760,676,18,21,RWD,Automatic,Yes,Hybrid
CAR000747,2022,Mazda,Mazda3,L,Mazda_Mazda3_2022_L,248,142,31,25,AWD,Automatic,No,Gasoline
CAR000748,2024,Hyundai,Ioniq,Premium,Hyundai_Ioniq_2024_Premium,256,249,23,28,FWD,CVT,No,Gasoline
CAR000749,2001,Kia,Telluride,EX,Kia_Telluride_2001_EX,138,320,20,37,FWD,Automatic,No,Diesel
CAR000750,2024,Mercedes-Benz,GLS,RS,Mercedes-Benz_GLS_2024_RS,349,541,32,31,AWD,Automatic,Yes,Hybrid
CAR000751,2000,Audi,RS6,Grand Touring,Audi_RS6_2000_Grand Touring,444,283,22,33,AWD,Automatic,No,Gasoline
CAR000752,2012,Chevrolet,Camaro,M,Chevrolet_Camaro_2012_M,491,848,20,27,RWD,Automatic,Yes,Hybrid
CAR000753,2003,Nissan,Ariya,EX,Nissan_Ariya_2003_EX,295,362,21,37,AWD,Automatic,No,Gasoline
CAR000754,2010,Chevrolet,Equinox,L,Chevrolet_Equinox_2010_L,478,392,23,27,RWD,Automatic,No,Gasoline
CAR000755,2021,Chevrolet,Colorado,EX,Chevrolet_Colorado_2021_EX,161,270,18,23,4WD,Automatic,No,Gasoline
CAR000756,2012,Ford,Transit,Platinum,Ford_Transit_2012_Platinum,165,309,31,30,RWD,Automatic,Yes,Hybrid
CAR000757,2021,Nissan,Pathfinder,L,Nissan_Pathfinder_2021_L,271,285,27,38,RWD,Automatic,No,Gasoline
CAR000758,2003,Audi,A4,Black Label,Audi_A4_2003_Black Label,481,633,27,31,AWD,Automatic,No,Gasoline
CAR000759,2015,Toyota,4Runner,EX,Toyota_4Runner_2015_EX,267,349,33,35,AWD,Automatic,Yes,Plug-in Hybrid
CAR000760,2010,Honda,Pilot,SE,Honda_Pilot_2010_SE,246,175,31,43,FWD,CVT,Yes,Hybrid
CAR000761,2008,Audi,Q5,Touring,Audi_Q5_2008_Touring,335,283,24,20,AWD,Automatic,No,Gasoline
CAR000762,2002,Jeep,Renegade,Grand Touring,Jeep_Renegade_2002_Grand Touring,325,394,27,33,AWD,Dual-Clutch,No,Gasoline
CAR000763,2007,Lexus,NX,Platinum,Lexus_NX_2007_Platinum,326,246,26,29,FWD,Manual,No,Gasoline
CAR000764,2022,Honda,HR-V,Signature,Honda_HR-V_2022_Signature,236,308,34,35,FWD,CVT,No,Gasoline
CAR000765,2015,Kia,EV6,Sport,Kia_EV6_2015_Sport,267,238,28,31,FWD,Automatic,No,Diesel
CAR000766,1999,Kia,Rio,LE,Kia_Rio_1999_LE,227,231,32,39,FWD,Automatic,No,Gasoline
CAR000767,2010,BMW,i4,S,BMW_i4_2010_S,527,376,18,24,AWD,Manual,No,Gasoline
CAR000768,2008,BMW,X6,Platinum Plus,BMW_X6_2008_Platinum Plus,287,440,18,27,RWD,Automatic,No,Gasoline
CAR000769,1999,Volkswagen,Touareg,L,Volkswagen_Touareg_1999_L,226,391,31,36,FWD,Dual-Clutch,Yes,Hybrid
CAR000770,2017,Toyota,4Runner,Luxury,Toyota_4Runner_2017_Luxury,280,284,29,31,FWD,CVT,No,Gasoline
CAR000771,1999,Honda,CR-V,Premium,Honda_CR-V_1999_Premium,206,238,22,33,FWD,CVT,No,Gasoline
CAR000772,1998,Mercedes-Benz,GLS,M,Mercedes-Benz_GLS_1998_M,374,683,29,33,RWD,Manual,Yes,Hybrid
CAR000773,2014,Kia,Niro,Limited,Kia_Niro_2014_Limited,284,321,22,35,AWD,Automatic,No,Gasoline
CAR000774,1997,Mazda,Mazda3,XLE,Mazda_Mazda3_1997_XLE,146,325,22,37,4WD,Dual-Clutch,No,Gasoline
CAR000775,2023,Volkswagen,Golf,LX,Volkswagen_Golf_2023_LX,262,397,32,25,4WD,Manual,No,Gasoline
CAR000776,2007,Chrysler,Town & Country,Luxury,Chrysler_Town & Country_2007_Luxury,271,349,30,32,4WD,CVT,No,Gasoline
CAR000777,2022,Honda,Insight,Platinum,Honda_Insight_2022_Platinum,159,184,30,29,AWD,CVT,No,Gasoline
CAR000778,2004,Lexus,LS,Exclusive,Lexus_LS_2004_Exclusive,349,367,27,35,4WD,Dual-Clutch,No,Gasoline
CAR000779,2017,Chevrolet,Spark,Premium,Chevrolet_Spark_2017_Premium,485,319,26,22,RWD,Automatic,No,Gasoline
CAR000780,2023,Volkswagen,Polo,SE,Volkswagen_Polo_2023_SE,123,285,26,39,FWD,Dual-Clutch,No,Gasoline
CAR000781,2005,Ram,3500,Sport,Ram_3500_2005_Sport,478,861,20,21,4WD,Automatic,Yes,Hybrid
CAR000782,2003,BMW,3 Series,Type R,BMW_3 Series_2003_Type R,718,372,16,15,AWD,Automatic,No,Gasoline
CAR000783,2001,Tesla,Model X,Sport,Tesla_Model X_2001_Sport,457,727,136,85,AWD,Automatic,No,Electric
CAR000784,2024,Hyundai,Sonata,Convenience,Hyundai_Sonata_2024_Convenience,155,320,32,36,FWD,Automatic,Yes,Plug-in Hybrid
CAR000785,2004,Audi,Q3,Platinum Plus,Audi_Q3_2004_Platinum Plus,492,482,17,30,AWD,Automatic,No,Gasoline
CAR000786,2021,BMW,X1,M,BMW_X1_2021_M,399,857,16,21,RWD,Automatic,No,Gasoline
CAR000787,2014,Dodge,Durango,Premium,Dodge_Durango_2014_Premium,384,293,17,29,AWD,Automatic,No,Gasoline
CAR000788,2002,BMW,6 Series,First Edition,BMW_6 Series_2002_First Edition,560,657,27,21,AWD,Manual,No,Diesel
CAR000789,2016,Volkswagen,Polo,Grand Touring,Volkswagen_Polo_2016_Grand Touring,194,209,27,24,FWD,CVT,No,Gasoline
CAR000790,2019,BMW,7 Series,Platinum,BMW_7 Series_2019_Platinum,513,335,30,39,RWD,Automatic,Yes,Hybrid
CAR000791,1998,Volkswagen,Tiguan,Luxury,Volkswagen_Tiguan_1998_Luxury,287,192,24,31,FWD,Automatic,No,Gasoline
CAR000792,2003,Nissan,Murano,L,Nissan_Murano_2003_L,202,266,29,37,FWD,CVT,No,Gasoline
CAR000793,2012,Chevrolet,Corvette,XLE,Chevrolet_Corvette_2012_XLE,500,466,21,33,AWD,Automatic,Yes,Plug-in Hybrid
CAR000794,2021,BMW,3 Series,Type R,BMW_3 Series_2021_Type R,735,596,16,30,AWD,Manual,No,Gasoline
CAR000795,2018,Kia,Forte,Grand Touring,Kia_Forte_2018_Grand Touring,132,154,34,40,FWD,Automatic,No,Gasoline
CAR000796,2010,Mercedes-Benz,GLA,Black Label,Mercedes-Benz_GLA_2010_Black Label,548,698,15,29,AWD,Automatic,No,Gasoline
CAR000797,2003,Mercedes-Benz,S-Class,Platinum Plus,Mercedes-Benz_S-Class_2003_Platinum Plus,652,434,27,27,AWD,Automatic,No,Gasoline
CAR000798,2010,Subaru,WRX,L,Subaru_WRX_2010_L,202,290,26,32,FWD,Automatic,No,Gasoline
CAR000799,2010,Hyundai,Accent,EX,Hyundai_Accent_2010_EX,235,296,28,38,FWD,Automatic,No,Gasoline
CAR000800,2000,Chevrolet,Tahoe,LX,Chevrolet_Tahoe_2000_LX,273,356,17,30,RWD,Manual,No,Gasoline
CAR000801,1995,Honda,HR-V,XLE,Honda_HR-V_1995_XLE,256,311,32,30,FWD,Automatic,No,Gasoline
CAR000802,2015,Ford,Maverick,Type R,Ford_Maverick_2015_Type R,544,338,23,25,4WD,Automatic,No,Gasoline
CAR000803,2005,Mercedes-Benz,GLE,Sport,Mercedes-Benz_GLE_2005_Sport,390,663,15,26,AWD,Automatic,No,Gasoline
CAR000804,2021,Dodge,Journey,S,Dodge_Journey_2021_S,207,225,31,35,4WD,Automatic,No,Gasoline
CAR000805,1997,Nissan,Rogue,Sport,Nissan_Rogue_1997_Sport,361,296,18,25,FWD,Manual,No,Gasoline
CAR000806,2002,Volkswagen,Taos,Touring,Volkswagen_Taos_2002_Touring,249,165,26,32,AWD,Manual,No,Gasoline
CAR000807,2014,Volkswagen,T-Cross,EX,Volkswagen_T-Cross_2014_EX,198,293,24,30,FWD,Dual-Clutch,No,Gasoline
CAR000808,2013,Mercedes-Benz,EQE,GT,Mercedes-Benz_EQE_2013_GT,348,435,19,21,AWD,Automatic,No,Gasoline
CAR000809,2023,Chrysler,300,Limited,Chrysler_300_2023_Limited,307,303,21,40,FWD,CVT,No,Gasoline
CAR000810,2010,Ford,Expedition,Limited,Ford_Expedition_2010_Limited,417,360,16,31,AWD,Automatic,No,Gasoline
CAR000811,2002,Audi,S3,Prestige,Audi_S3_2002_Prestige,530,426,21,22,RWD,Automatic,No,Gasoline
CAR000812,2003,Jeep,Gladiator,XLE,Jeep_Gladiator_2003_XLE,231,396,29,27,FWD,Dual-Clutch,No,Diesel
CAR000813,2013,BMW,2 Series,Grand Touring,BMW_2 Series_2013_Grand Touring,220,572,18,31,RWD,Automatic,No,Gasoline
CAR000814,1997,Mercedes-Benz,CLS,Turbo,Mercedes-Benz_CLS_1997_Turbo,263,452,24,16,AWD,Automatic,No,Gasoline
CAR000815,2012,Ram,ProMaster City,AMG,Ram_ProMaster City_2012_AMG,611,602,10,18,4WD,Automatic,No,Gasoline
CAR000816,1999,Mercedes-Benz,A-Class,Platinum Plus,Mercedes-Benz_A-Class_1999_Platinum Plus,286,724,28,30,RWD,Automatic,No,Gasoline
CAR000817,2013,Ford,Fusion,Platinum,Ford_Fusion_2013_Platinum,312,554,23,27,AWD,Automatic,No,Gasoline
CAR000818,2002,Honda,Passport,SE,Honda_Passport_2002_SE,256,228,40,45,FWD,CVT,Yes,Hybrid
CAR000819,1999,Ford,Focus,Sport,Ford_Focus_1999_Sport,240,600,16,21,RWD,Automatic,No,Gasoline
CAR000820,2014,Tesla,Roadster,Signature,Tesla_Roadster_2014_Signature,683,510,106,108,AWD,Automatic,No,Electric
CAR000821,1998,Nissan,Versa,Touring,Nissan_Versa_1998_Touring,160,176,23,27,AWD,Manual,No,Gasoline
CAR000822,2016,Mazda,Mazda6,Grand Touring,Mazda_Mazda6_2016_Grand Touring,310,287,23,24,AWD,Manual,No,Diesel
CAR000823,2000,BMW,Z4,Performance,BMW_Z4_2000_Performance,533,507,16,25,AWD,Manual,No,Gasoline
CAR000824,2011,Honda,Ridgeline,Sport,Honda_Ridgeline_2011_Sport,169,316,18,29,AWD,Automatic,No,Gasoline
CAR000825,2000,Volkswagen,Atlas,Convenience,Volkswagen_Atlas_2000_Convenience,194,349,21,26,RWD,Manual,No,Gasoline
CAR000826,2014,Jeep,Compass,SE,Jeep_Compass_2014_SE,255,221,21,33,4WD,Manual,No,Gasoline
CAR000827,1995,Volkswagen,Taos,S,Volkswagen_Taos_1995_S,196,377,24,30,4WD,Automatic,No,Gasoline
CAR000828,2011,Chevrolet,Cruze,XLE,Chevrolet_Cruze_2011_XLE,289,306,23,32,4WD,Automatic,No,Gasoline
CAR000829,1995,Nissan,Leaf,Premium,Nissan_Leaf_1995_Premium,177,236,24,33,RWD,CVT,No,Gasoline
CAR000830,2015,Mercedes-Benz,E-Class,Ultimate,Mercedes-Benz_E-Class_2015_Ultimate,529,724,30,27,RWD,Automatic,No,Gasoline
CAR000831,2018,Subaru,Impreza,Signature,Subaru_Impreza_2018_Signature,258,242,25,32,RWD,Manual,No,Gasoline
CAR000832,2010,Mazda,CX-30,LX,Mazda_CX-30_2010_LX,291,203,23,29,AWD,Manual,No,Gasoline
CAR000833,2023,Honda,Odyssey,Platinum,Honda_Odyssey_2023_Platinum,145,326,39,37,AWD,CVT,Yes,Hybrid
CAR000834,2015,Honda,Accord,Convenience,Honda_Accord_2015_Convenience,239,324,24,30,FWD,CVT,No,Gasoline
CAR000835,1995,Chevrolet,Colorado,LX,Chevrolet_Colorado_1995_LX,450,190,15,25,4WD,Automatic,No,Gasoline
CAR000836,2024,Hyundai,Santa Fe,Touring,Hyundai_Santa Fe_2024_Touring,293,284,31,31,FWD,Automatic,No,Gasoline
CAR000837,1996,Nissan,Pathfinder,Platinum,Nissan_Pathfinder_1996_Platinum,126,181,24,32,FWD,Dual-Clutch,No,Gasoline
CAR000838,2003,BMW,Z4,Premium,BMW_Z4_2003_Premium,316,327,21,30,AWD,Automatic,No,Diesel
CAR000839,2017,Dodge,Journey,EX,Dodge_Journey_2017_EX,270,260,17,21,RWD,Automatic,No,Gasoline
CAR000840,2024,Mercedes-Benz,CLS,Turbo,Mercedes-Benz_CLS_2024_Turbo,274,523,19,22,AWD,Manual,No,Gasoline
CAR000841,2003,Chevrolet,Equinox,S,Chevrolet_Equinox_2003_S,203,372,25,21,AWD,Automatic,No,Gasoline
CAR000842,2010,Hyundai,Venue,XLE,Hyundai_Venue_2010_XLE,135,224,20,25,AWD,Automatic,No,Gasoline
CAR000843,2011,Ford,Bronco,Platinum,Ford_Bronco_2011_Platinum,204,267,17,20,RWD,Automatic,No,Gasoline
CAR000844,2015,Honda,Pilot,L,Honda_Pilot_2015_L,154,206,43,41,FWD,Automatic,Yes,Hybrid
CAR000845,2003,BMW,X3,Type R,BMW_X3_2003_Type R,390,433,18,24,FWD,Manual,No,Gasoline
CAR000846,1997,Subaru,WRX,Touring,Subaru_WRX_1997_Touring,347,268,20,27,FWD,CVT,No,Gasoline
CAR000847,2002,Chevrolet,Malibu,Convenience,Chevrolet_Malibu_2002_Convenience,343,220,26,22,4WD,Automatic,No,Gasoline
CAR000848,2008,Audi,A8,GT,Audi_A8_2008_GT,555,573,14,20,RWD,Dual-Clutch,No,Gasoline
CAR000849,2018,Honda,CR-V,Convenience,Honda_CR-V_2018_Convenience,290,181,33,40,AWD,Automatic,Yes,Plug-in Hybrid
CAR000850,2010,Dodge,Challenger,Convenience,Dodge_Challenger_2010_Convenience,560,710,15,20,AWD,Automatic,No,Gasoline
CAR000851,2023,Chevrolet,Silverado,Sport,Chevrolet_Silverado_2023_Sport,746,847,12,18,4WD,Automatic,No,Gasoline
CAR000852,2014,Ford,Bronco,SE,Ford_Bronco_2014_SE,152,451,20,26,RWD,Manual,No,Gasoline
CAR000853,2003,Toyota,Avalon,L,Toyota_Avalon_2003_L,254,247,21,39,AWD,CVT,No,Gasoline
CAR000854,2004,Ram,1500,Turbo,Ram_1500_2004_Turbo,757,608,10,15,4WD,Automatic,No,Gasoline
CAR000855,2004,Chevrolet,Impala,Grand Touring,Chevrolet_Impala_2004_Grand Touring,221,183,26,20,AWD,Automatic,No,Gasoline
CAR000856,1995,BMW,X5,Platinum,BMW_X5_1995_Platinum,455,536,17,29,AWD,Dual-Clutch,No,Gasoline
CAR000857,2017,Dodge,Durango,Platinum,Dodge_Durango_2017_Platinum,224,491,21,34,RWD,Manual,No,Diesel
CAR000858,2010,Honda,Clarity,XLE,Honda_Clarity_2010_XLE,260,226,36,46,FWD,Automatic,Yes,Hybrid
CAR000859,2022,Hyundai,Sonata,LX,Hyundai_Sonata_2022_LX,223,161,30,38,FWD,Automatic,No,Gasoline
CAR000860,2020,BMW,6 Series,Sport,BMW_6 Series_2020_Sport,728,402,26,24,RWD,Dual-Clutch,No,Gasoline
CAR000861,2009,Volkswagen,Tiguan,Premium,Volkswagen_Tiguan_2009_Premium,179,244,23,28,AWD,Automatic,Yes,Hybrid
CAR000862,2002,Hyundai,Venue,S,Hyundai_Venue_2002_S,179,260,28,43,FWD,Automatic,Yes,Plug-in Hybrid
CAR000863,2010,Mazda,CX-3,Convenience,Mazda_CX-3_2010_Convenience,231,273,33,31,RWD,Dual-Clutch,Yes,Hybrid
CAR000864,2015,Chevrolet,Camaro,Limited,Chevrolet_Camaro_2015_Limited,521,653,25,30,RWD,Manual,No,Gasoline
CAR000865,1997,Chevrolet,Suburban,S,Chevrolet_Suburban_1997_S,329,268,20,29,4WD,Manual,No,Gasoline
CAR000866,1997,BMW,X7,XLE,BMW_X7_1997_XLE,594,659,27,20,AWD,Manual,No,Gasoline
CAR000867,2008,Chevrolet,Malibu,Touring,Chevrolet_Malibu_2008_Touring,459,273,17,28,RWD,Automatic,No,Diesel
CAR000868,2014,Porsche,Cayenne,XLE,Porsche_Cayenne_2014_XLE,396,322,24,40,AWD,Automatic,Yes,Plug-in Hybrid
CAR000869,2003,Mazda,MX-30,Sport,Mazda_MX-30_2003_Sport,230,243,17,20,FWD,Manual,No,Gasoline
CAR000870,2000,BMW,5 Series,Touring,BMW_5 Series_2000_Touring,211,267,24,20,AWD,Automatic,No,Gasoline
CAR000871,2008,BMW,i3,Touring,BMW_i3_2008_Touring,365,694,20,23,AWD,Automatic,No,Diesel
CAR000872,2011,Volkswagen,Passat,Premium,Volkswagen_Passat_2011_Premium,255,332,30,24,AWD,Dual-Clutch,No,Gasoline
CAR000873,2000,Hyundai,Sonata,LE,Hyundai_Sonata_2000_LE,181,195,27,29,AWD,Automatic,No,Gasoline
CAR000874,1998,Hyundai,Sonata,Sport,Hyundai_Sonata_1998_Sport,191,436,20,30,AWD,Automatic,No,Gasoline
CAR000875,2013,Porsche,Cayman,Performance,Porsche_Cayman_2013_Performance,617,907,24,28,RWD,Dual-Clutch,Yes,Hybrid
CAR000876,2000,Toyota,Corolla,XLE,Toyota_Corolla_2000_XLE,283,268,33,46,FWD,Automatic,Yes,Hybrid
CAR000877,2021,Volkswagen,Touareg,EX,Volkswagen_Touareg_2021_EX,151,397,22,34,FWD,Automatic,No,Gasoline
CAR000878,2019,Nissan,Leaf,Limited,Nissan_Leaf_2019_Limited,252,231,23,28,RWD,Manual,No,Gasoline
CAR000879,1995,Ford,Focus,Sport,Ford_Focus_1995_Sport,250,528,19,17,4WD,Manual,No,Gasoline
CAR000880,2009,Toyota,C-HR,Signature,Toyota_C-HR_2009_Signature,224,317,43,40,FWD,CVT,Yes,Hybrid
CAR000881,2002,Porsche,Cayman,Exclusive,Porsche_Cayman_2002_Exclusive,616,585,13,24,RWD,Automatic,No,Diesel
CAR000882,2021,Tesla,Roadster,Platinum,Tesla_Roadster_2021_Platinum,712,880,146,106,AWD,Automatic,No,Electric
CAR000883,2024,Audi,RS3,M,Audi_RS3_2024_M,302,391,26,22,AWD,Automatic,No,Gasoline
CAR000884,2002,Kia,K5,SE,Kia_K5_2002_SE,285,307,27,29,AWD,Automatic,No,Gasoline
CAR000885,2007,Nissan,Frontier,Convenience,Nissan_Frontier_2007_Convenience,241,315,29,24,AWD,CVT,No,Diesel
CAR000886,2021,Porsche,911,Grand Touring,Porsche_911_2021_Grand Touring,495,354,16,31,RWD,Manual,No,Gasoline
CAR000887,2008,Nissan,Maxima,LE,Nissan_Maxima_2008_LE,221,292,24,23,AWD,Automatic,No,Gasoline
CAR000888,2004,Chevrolet,Colorado,Sport,Chevrolet_Colorado_2004_Sport,544,320,14,18,RWD,Automatic,No,Gasoline
CAR000889,2020,Mercedes-Benz,GLC,Performance,Mercedes-Benz_GLC_2020_Performance,344,553,29,24,AWD,Automatic,Yes,Plug-in Hybrid
CAR000890,2009,Lexus,LC,Limited,Lexus_LC_2009_Limited,164,334,28,28,4WD,Automatic,No,Gasoline
CAR000891,2018,Ford,Mustang,LX,Ford_Mustang_2018_LX,585,605,15,23,AWD,Automatic,No,Gasoline
CAR000892,2020,Lexus,GX,Luxury,Lexus_GX_2020_Luxury,133,326,24,32,RWD,Dual-Clutch,No,Gasoline
CAR000893,2016,Toyota,RAV4,Grand Touring,Toyota_RAV4_2016_Grand Touring,290,308,19,24,FWD,Automatic,No,Gasoline
CAR000894,2010,BMW,X6,Exclusive,BMW_X6_2010_Exclusive,607,591,22,28,AWD,Automatic,No,Gasoline
CAR000895,2007,Mercedes-Benz,A-Class,Prestige,Mercedes-Benz_A-Class_2007_Prestige,520,709,25,26,AWD,Dual-Clutch,No,Gasoline
CAR000896,2011,Mercedes-Benz,AMG GT,Type R,Mercedes-Benz_AMG GT_2011_Type R,470,432,19,28,RWD,Manual,No,Gasoline
CAR000897,2009,Jeep,Wrangler,EX,Jeep_Wrangler_2009_EX,220,155,21,29,AWD,Dual-Clutch,No,Gasoline
CAR000898,2002,Hyundai,Sonata,Luxury,Hyundai_Sonata_2002_Luxury,150,349,33,37,FWD,CVT,No,Diesel
CAR000899,2021,Ford,F-150,SE,Ford_F-150_2021_SE,334,489,21,19,RWD,Automatic,No,Gasoline
CAR000900,2017,Tesla,Model X,Premium,Tesla_Model X_2017_Premium,715,859,124,130,AWD,Automatic,No,Electric
CAR000901,2017,Porsche,Boxster,Performance,Porsche_Boxster_2017_Performance,566,488,11,21,RWD,Automatic,No,Gasoline
CAR000902,2007,Audi,A6,Platinum,Audi_A6_2007_Platinum,583,527,27,26,AWD,Automatic,Yes,Hybrid
CAR000903,2024,Ford,Edge,Premium,Ford_Edge_2024_Premium,232,280,37,34,AWD,Automatic,Yes,Plug-in Hybrid
CAR000904,2003,BMW,4 Series,Ultimate,BMW_4 Series_2003_Ultimate,492,495,25,24,AWD,Dual-Clutch,No,Gasoline
CAR000905,2007,Kia,Forte,L,Kia_Forte_2007_L,132,270,33,38,AWD,Automatic,No,Gasoline
CAR000906,2010,Toyota,Avalon,L,Toyota_Avalon_2010_L,170,302,27,27,FWD,Automatic,No,Gasoline
CAR000907,2016,Mercedes-Benz,GLA,Exclusive,Mercedes-Benz_GLA_2016_Exclusive,526,589,27,22,RWD,Manual,No,Gasoline
CAR000908,1998,Subaru,WRX,Grand Touring,Subaru_WRX_1998_Grand Touring,329,246,23,25,AWD,Automatic,No,Gasoline
CAR000909,2018,Lexus,NX,Performance,Lexus_NX_2018_Performance,223,225,20,24,AWD,CVT,No,Gasoline
CAR000910,2022,Mercedes-Benz,A-Class,XLE,Mercedes-Benz_A-Class_2022_XLE,468,551,35,35,RWD,Automatic,Yes,Hybrid
CAR000911,2009,Porsche,Cayman,Touring,Porsche_Cayman_2009_Touring,542,407,17,18,AWD,Manual,No,Gasoline
CAR000912,2013,Hyundai,Palisade,Signature,Hyundai_Palisade_2013_Signature,274,162,20,34,FWD,CVT,No,Gasoline
CAR000913,2023,BMW,2 Series,Sport,BMW_2 Series_2023_Sport,617,518,20,36,AWD,Manual,Yes,Hybrid
CAR000914,1998,Chevrolet,Traverse,RS,Chevrolet_Traverse_1998_RS,377,325,24,15,AWD,Automatic,No,Diesel
CAR000915,2001,Nissan,Pathfinder,XLE,Nissan_Pathfinder_2001_XLE,290,365,35,41,AWD,Automatic,Yes,Plug-in Hybrid
CAR000916,2003,Audi,S4,First Edition,Audi_S4_2003_First Edition,229,294,25,22,AWD,Automatic,No,Gasoline
CAR000917,2015,Lexus,LX,RS,Lexus_LX_2015_RS,301,408,20,17,RWD,Dual-Clutch,No,Diesel
CAR000918,2006,Kia,Stinger,Convenience,Kia_Stinger_2006_Convenience,246,348,23,36,FWD,Automatic,No,Gasoline
CAR000919,2006,Porsche,Taycan,Prestige,Porsche_Taycan_2006_Prestige,563,726,26,20,AWD,Manual,No,Gasoline
CAR000920,2023,Ram,2500,Platinum,Ram_2500_2023_Platinum,302,535,24,19,4WD,Automatic,No,Gasoline
CAR000921,2015,Toyota,Prius,Luxury,Toyota_Prius_2015_Luxury,262,165,32,34,FWD,CVT,No,Gasoline
CAR000922,2024,Chevrolet,Cruze,Premium,Chevrolet_Cruze_2024_Premium,261,464,26,26,AWD,Automatic,No,Gasoline
CAR000923,1997,Toyota,4Runner,LE,Toyota_4Runner_1997_LE,172,257,39,42,FWD,Automatic,Yes,Hybrid
CAR000924,2004,Honda,CR-Z,Premium,Honda_CR-Z_2004_Premium,131,157,37,36,FWD,CVT,Yes,Hybrid
CAR000925,2005,Tesla,Model Y,Grand Touring,Tesla_Model Y_2005_Grand Touring,788,574,130,109,AWD,Automatic,No,Electric
CAR000926,2023,Hyundai,Sonata,LX,Hyundai_Sonata_2023_LX,207,214,32,38,AWD,Automatic,No,Gasoline
CAR000927,2014,Lexus,RC,Signature,Lexus_RC_2014_Signature,134,212,18,24,FWD,Manual,No,Gasoline
CAR000928,2001,Honda,Passport,Premium,Honda_Passport_2001_Premium,203,152,34,36,FWD,Automatic,No,Gasoline
CAR000929,2017,Volkswagen,Arteon,Sport,Volkswagen_Arteon_2017_Sport,310,452,24,22,FWD,Automatic,No,Gasoline
CAR000930,2021,Mercedes-Benz,A-Class,Sport,Mercedes-Benz_A-Class_2021_Sport,325,320,20,20,RWD,Automatic,No,Gasoline
CAR000931,2023,Lexus,IS,XLE,Lexus_IS_2023_XLE,330,238,21,36,FWD,Manual,No,Gasoline
CAR000932,2022,Ford,F-150,XLE,Ford_F-150_2022_XLE,329,609,18,26,RWD,Automatic,No,Diesel
CAR000933,1999,Chrysler,Town & Country,SE,Chrysler_Town & Country_1999_SE,229,303,25,24,RWD,Automatic,No,Gasoline
CAR000934,1996,Mercedes-Benz,GLB,Grand Touring,Mercedes-Benz_GLB_1996_Grand Touring,501,662,25,34,RWD,Manual,No,Gasoline
CAR000935,2000,Lexus,IS,Type R,Lexus_IS_2000_Type R,221,377,25,28,4WD,Manual,No,Gasoline
CAR000936,2024,Volkswagen,Arteon,Premium,Volkswagen_Arteon_2024_Premium,185,181,33,26,FWD,Dual-Clutch,No,Diesel
CAR000937,2021,Porsche,Panamera,Prestige,Porsche_Panamera_2021_Prestige,477,668,29,26,RWD,Dual-Clutch,No,Diesel
CAR000938,2003,Dodge,Viper,Platinum,Dodge_Viper_2003_Platinum,205,494,26,35,AWD,Automatic,Yes,Plug-in Hybrid
CAR000939,1996,Hyundai,Kona,Grand Touring,Hyundai_Kona_1996_Grand Touring,163,230,26,31,AWD,Automatic,No,Gasoline
CAR000940,1999,Mazda,MX-5,S,Mazda_MX-5_1999_S,324,319,22,22,FWD,CVT,No,Diesel
CAR000941,2020,Hyundai,Venue,Premium,Hyundai_Venue_2020_Premium,187,267,40,39,AWD,CVT,Yes,Hybrid
CAR000942,2019,Porsche,Boxster,M,Porsche_Boxster_2019_M,665,775,11,16,AWD,Manual,No,Gasoline
CAR000943,2021,Dodge,Viper,Sport,Dodge_Viper_2021_Sport,490,553,23,27,RWD,Manual,No,Gasoline
CAR000944,2014,BMW,i4,AMG,BMW_i4_2014_AMG,332,338,31,24,RWD,Dual-Clutch,Yes,Hybrid
CAR000945,2023,Chrysler,Pacifica,Limited,Chrysler_Pacifica_2023_Limited,185,254,33,32,FWD,Manual,No,Gasoline
CAR000946,2007,Audi,Q3,Touring,Audi_Q3_2007_Touring,587,460,22,25,RWD,Automatic,No,Gasoline
CAR000947,2009,Kia,K5,Premium,Kia_K5_2009_Premium,234,168,29,26,FWD,CVT,No,Gasoline
CAR000948,2022,BMW,X7,Performance,BMW_X7_2022_Performance,471,563,16,25,RWD,Automatic,No,Gasoline
CAR000949,2005,BMW,X7,Grand Touring,BMW_X7_2005_Grand Touring,460,458,24,31,AWD,Automatic,Yes,Hybrid
CAR000950,2008,Toyota,Land Cruiser,EX,Toyota_Land Cruiser_2008_EX,175,217,41,34,FWD,Automatic,Yes,Hybrid
CAR000951,2012,Jeep,Wagoneer,SE,Jeep_Wagoneer_2012_SE,248,392,27,27,FWD,Manual,No,Gasoline
CAR000952,2010,Chevrolet,Camaro,XLE,Chevrolet_Camaro_2010_XLE,312,597,21,19,RWD,Automatic,No,Gasoline
CAR000953,2005,Honda,CR-Z,Signature,Honda_CR-Z_2005_Signature,255,311,32,30,FWD,CVT,No,Gasoline
CAR000954,2023,Porsche,Taycan,Grand Touring,Porsche_Taycan_2023_Grand Touring,396,258,31,35,RWD,Automatic,No,Gasoline
CAR000955,2022,Tesla,Model 3,XLE,Tesla_Model 3_2022_XLE,351,753,121,128,AWD,Automatic,No,Electric
CAR000956,2019,BMW,Z4,Ultimate,BMW_Z4_2019_Ultimate,408,476,24,34,RWD,Automatic,No,Gasoline
